paper_id,title,publication_year,publication_type,citation_count,citations_per_year,referenced_works_count,topics,primary_topic,primary_subfield,primary_field,venue_source,authors,institutions,countries,doi,language,is_oa,oa_status
https://openalex.org/W2080950999,Automatic personalization based on Web usage mining,2000,article,1230,45.55555555555556,18,Caching and Content Delivery; Peer-to-Peer Network Technologies; Recommender Systems and Techniques,Recommender Systems and Techniques,Information Systems,Computer Science,Communications of the ACM,Bamshad Mobasher; Jaideep Srivastava; Robert Cooley,DePaul University; University of Minnesota,US,https://doi.org/10.1145/345124.345169,en,True,bronze
https://openalex.org/W2122496402,Reduction Techniques for Instance-Based Learning Algorithms,2000,article,1187,43.96296296296296,77,Data Stream Mining Techniques; Machine Learning and Algorithms; Machine Learning and Data Classification,Machine Learning and Data Classification,Artificial Intelligence,Computer Science,Machine Learning,D.R. Wilson; Tony Martinez,Brigham Young University,US,https://doi.org/10.1023/a:1007626913721,en,True,bronze
https://openalex.org/W2147492008,Multiagent Systems: A Survey from a Machine Learning Perspective,2000,article,1186,43.925925925925924,197,Modular Robots and Swarm Intelligence; Multi-Agent Systems and Negotiation; Reinforcement Learning in Robotics,Modular Robots and Swarm Intelligence,Mechanical Engineering,Engineering,Autonomous Robots,Manuela Veloso; Peter Stone,AT&T (United States); Carnegie Mellon University,US,https://doi.org/10.1023/a:1008942012299,en,False,closed
https://openalex.org/W83525556,Web Based Knowledge Infrastructures for the Sciences: An Adaptive Document,2000,article,1139,42.18518518518518,25,Open Education and E-Learning; Scientific Computing and Data Management; Semantic Web and Ontologies,Semantic Web and Ontologies,Artificial Intelligence,Computer Science,Communications of the Association for Information Systems,Alexander Hars,University of Southern California,US,https://doi.org/10.17705/1cais.00401,en,True,bronze
https://openalex.org/W2122710056,The Dynamic Representation of Scenes,2000,article,1091,40.407407407407405,92,Cell Image Analysis Techniques; Neural dynamics and brain function; Visual perception and processing mechanisms,Neural dynamics and brain function,Cognitive Neuroscience,Neuroscience,Visual Cognition,Ronald A. Rensink,Nissan (United Kingdom); Nissan (United States),GB; US,https://doi.org/10.1080/135062800394667,en,True,bronze
https://openalex.org/W2036218035,Developing a context-aware electronic tourist guide,2000,article,960,35.55555555555556,15,Context-Aware Activity Recognition Systems; Mobile Learning in Education; Speech and dialogue systems,Mobile Learning in Education,Information Systems,Computer Science,,Adrian Friday; Christos Efstratiou; Keith Cheverst; Keith Mitchell; Nigel Davies,Lancaster University,GB,https://doi.org/10.1145/332040.332047,en,True,gold
https://openalex.org/W2117398432,From Homo Economicus to Homo Sapiens,2000,article,909,33.666666666666664,18,Decision-Making and Behavioral Economics; Economic theories and models; Financial Markets and Investment Strategies,Economic theories and models,Economics and Econometrics,"Economics, Econometrics and Finance",The Journal of Economic Perspectives,Richard H. Thaler,University of Chicago,US,https://doi.org/10.1257/jep.14.1.133,en,True,bronze
https://openalex.org/W1964154547,How persuasive is a good fit? A comment on theory testing.,2000,article,841,31.14814814814815,64,Advanced Text Analysis Techniques; Climate Change Communication and Perception; Philosophy and History of Science,Advanced Text Analysis Techniques,Artificial Intelligence,Computer Science,Psychological Review,Harold Pashler; Seth Roberts,"University of California, Berkeley",US,https://doi.org/10.1037/0033-295x.107.2.358,en,True,green
https://openalex.org/W2145766604,Learning Algorithms for Keyphrase Extraction,2000,article,837,31.0,46,Advanced Text Analysis Techniques; Information Retrieval and Search Behavior; Text and Document Classification Technologies,Advanced Text Analysis Techniques,Artificial Intelligence,Computer Science,Information Retrieval,Peter D. Turney,"National Academies of Sciences, Engineering, and Medicine; National Research Council Canada",CA; US,https://doi.org/10.1023/a:1009976227802,en,True,green
https://openalex.org/W1966554111,Scaling up dynamic time warping for datamining applications,2000,article,820,30.37037037037037,22,Advanced Database Systems and Queries; Data Management and Algorithms; Time Series Analysis and Forecasting,Time Series Analysis and Forecasting,Signal Processing,Computer Science,,Eamonn Keogh; Michael J. Pazzani,"University of California, Irvine",US,https://doi.org/10.1145/347090.347153,en,True,gold
https://openalex.org/W2026129786,The generalized distributive law,2000,article,753,27.88888888888889,43,DNA and Biological Computing; Error Correcting Code Techniques; Fractal and DNA sequence analysis,Error Correcting Code Techniques,Computer Networks and Communications,Computer Science,IEEE Transactions on Information Theory,Robert J. McEliece; S.M. Aji,California Institute of Technology,US,https://doi.org/10.1109/18.825794,en,False,closed
https://openalex.org/W2159938093,The Semantic Web: the roles of XML and RDF,2000,article,743,27.51851851851852,23,Advanced Database Systems and Queries; Semantic Web and Ontologies; Service-Oriented Architecture and Web Services,Semantic Web and Ontologies,Artificial Intelligence,Computer Science,IEEE Internet Computing,Dieter Fensel; Frank van Harmelen; Ian Horrocks; Jeen Broekstra; M. Erdmann; Michel Klein; Sergey Melnik; Stefan Decker,Karlsruhe University of Education; Stanford University; University of Manchester; Vrije Universiteit Amsterdam,DE; GB; NL; US,https://doi.org/10.1109/4236.877487,en,True,green
https://openalex.org/W2108949035,MultiBoosting: A Technique for Combining Boosting and Wagging,2000,article,703,26.037037037037038,35,Data Mining Algorithms and Applications; Neural Networks and Applications; Rough Sets and Fuzzy Logic,Neural Networks and Applications,Artificial Intelligence,Computer Science,Machine Learning,Geoffrey I. Webb,Deakin University,AU,https://doi.org/10.1023/a:1007659514849,en,True,bronze
https://openalex.org/W1998442272,Effects of adjective orientation and gradability on sentence subjectivity,2000,article,672,24.88888888888889,19,Advanced Text Analysis Techniques; Natural Language Processing Techniques; Topic Modeling,Natural Language Processing Techniques,Artificial Intelligence,Computer Science,,Janyce Wiebe; Vasileios Hatzivassiloglou,Columbia University; New Mexico State University,US,https://doi.org/10.3115/990820.990864,en,True,gold
https://openalex.org/W2145506147,Information Structure and the Syntax-Phonology Interface,2000,article,665,24.62962962962963,133,"Linguistic Variation and Morphology; Phonetics and Phonology Research; Syntax, Semantics, Linguistic Variation","Syntax, Semantics, Linguistic Variation",Language and Linguistics,Arts and Humanities,Linguistic Inquiry,Mark Steedman,University of Edinburgh,GB,https://doi.org/10.1162/002438900554505,en,True,green
https://openalex.org/W2158701542,Immunizing online reputation reporting systems against unfair ratings and discriminatory behavior,2000,article,663,24.555555555555557,9,Advanced Bandit Algorithms Research; Recommender Systems and Techniques; Spam and Phishing Detection,Spam and Phishing Detection,Information Systems,Computer Science,,Chrysanthos Dellarocas,Massachusetts Institute of Technology,US,https://doi.org/10.1145/352871.352889,en,True,gold
https://openalex.org/W2163288878,Point-to-point connectivity between neuromorphic chips using address events,2000,article,645,23.88888888888889,58,Advanced Memory and Neural Computing; CCD and CMOS Imaging Sensors; Neuroscience and Neural Engineering,Advanced Memory and Neural Computing,Electrical and Electronic Engineering,Engineering,IEEE Transactions on Circuits and Systems II Analog and Digital Signal Processing,Kwabena Boahen,California Institute of Technology; University of Pennsylvania,US,https://doi.org/10.1109/82.842110,en,True,green
https://openalex.org/W2150339816,Convergence Results for Single-Step On-Policy Reinforcement-Learning Algorithms,2000,article,625,23.14814814814815,57,Advanced Control Systems Optimization; Reinforcement Learning in Robotics; Scheduling and Optimization Algorithms,Reinforcement Learning in Robotics,Artificial Intelligence,Computer Science,Machine Learning,Csaba Szepesvári; Michael L. Littman; Satinder Singh; Tommi Jaakkola,AT&T (United States); Duke University; Massachusetts Institute of Technology,US,https://doi.org/10.1023/a:1007678930559,en,True,bronze
https://openalex.org/W2156204309,The base-rate fallacy and the difficulty of intrusion detection,2000,article,600,22.22222222222222,28,Advanced Malware Detection Techniques; Anomaly Detection Techniques and Applications; Network Security and Intrusion Detection,Network Security and Intrusion Detection,Computer Networks and Communications,Computer Science,ACM Transactions on Information and System Security,Stefan Axelsson,Ericsson (Sweden),SE,https://doi.org/10.1145/357830.357849,en,True,bronze
https://openalex.org/W1972062587,Intrusion detection systems and multisensor data fusion,2000,article,593,21.962962962962962,12,Internet Traffic Analysis and Secure E-voting; Network Packet Processing and Optimization; Network Security and Intrusion Detection,Network Security and Intrusion Detection,Computer Networks and Communications,Computer Science,Communications of the ACM,T. Bass,United States Air Force,US,https://doi.org/10.1145/332051.332079,en,True,bronze
https://openalex.org/W1981038982,The history of blood transfusion,2000,article,564,20.88888888888889,52,"Blood transfusion and management; Medical History and Innovations; Trauma, Hemostasis, Coagulopathy, Resuscitation","Trauma, Hemostasis, Coagulopathy, Resuscitation",Critical Care and Intensive Care Medicine,Medicine,British Journal of Haematology,Paul Giangrande,Churchill Hospital,GB,https://doi.org/10.1046/j.1365-2141.2000.02139.x,en,True,bronze
https://openalex.org/W2162888803,A Model of Inductive Bias Learning,2000,article,550,20.37037037037037,37,Imbalanced Data Classification Techniques; Machine Learning and Algorithms; Machine Learning and Data Classification,Machine Learning and Algorithms,Artificial Intelligence,Computer Science,Journal of Artificial Intelligence Research,J. Baxter,,,https://doi.org/10.1613/jair.731,en,True,diamond
https://openalex.org/W1983362722,Discovering hidden time patterns in behavior: T-patterns and their detection,2000,article,549,20.333333333333332,62,Complex Systems and Decision Making; Evolutionary Game Theory and Cooperation; Opinion Dynamics and Social Influence,Evolutionary Game Theory and Cooperation,Sociology and Political Science,Social Sciences,"Behavior Research Methods, Instruments, & Computers",Magnús S. Magnússon,University of Iceland,IS,https://doi.org/10.3758/bf03200792,en,True,bronze
https://openalex.org/W1505937442,10.1162/153244303765208377,2000,article,527,19.51851851851852,14,"Aging, Elder Care, and Social Issues; Health, Medicine and Society; Hermeneutics and Narrative Identity",Hermeneutics and Narrative Identity,Philosophy,Arts and Humanities,Applied Physics Letters,"Seeger, Matthias",University of Edinburgh,GB,https://doi.org/10.1162/153244303765208377,en,True,hybrid
https://openalex.org/W1785874214,Amorphous computing,2000,article,524,19.40740740740741,10,Advanced Memory and Neural Computing; Micro and Nano Robotics; Modular Robots and Swarm Intelligence,Advanced Memory and Neural Computing,Electrical and Electronic Engineering,Engineering,Communications of the ACM,Chris Hanson; Daniel Coore; David S. Allen; Erik Rauch; George E. Homsy; Gerald Jay Sussman; Harold Abelson; Radhika Nagpal; Ron Weiss; Thomas F. Knight,Massachusetts Institute of Technology; University of the West Indies System,JM; US,https://doi.org/10.1145/332833.332842,en,True,bronze
https://openalex.org/W1993687095,NEUROLOGICAL ASPECTS OF TROPICAL DISEASE: Japanese encephalitis,2000,article,522,19.333333333333332,108,Mosquito-borne diseases and control; Viral Infections and Vectors; Virology and Viral Diseases,Virology and Viral Diseases,Epidemiology,Medicine,Journal of Neurology Neurosurgery & Psychiatry,Tom Solomon,John Radcliffe Hospital; Liverpool School of Tropical Medicine; University of Liverpool; Walton Centre,GB,https://doi.org/10.1136/jnnp.68.4.405,en,True,bronze
https://openalex.org/W2103692342,Recent developments of induction motor drives fault diagnosis using AI techniques,2000,article,505,18.703703703703702,45,Fault Detection and Control Systems; Machine Fault Diagnosis Techniques; Power Transformer Diagnostics and Insulation,Machine Fault Diagnosis Techniques,Control and Systems Engineering,Engineering,IEEE Transactions on Industrial Electronics,C. Tassoni; F. Filippetti; G. Franceschini; Peter Vas,University of Aberdeen; University of Bologna; University of Parma,GB; IT,https://doi.org/10.1109/41.873207,en,True,green
https://openalex.org/W2022310841,The Myth of the Texas Miracle in Education,2000,article,483,17.88888888888889,88,Education Methods and Practices; Education Systems and Policy; School Choice and Performance,Education Systems and Policy,Education,Social Sciences,Education Policy Analysis Archives,Walt Haney,Boston College,US,https://doi.org/10.14507/epaa.v8n41.2000,en,True,diamond
https://openalex.org/W2338251608,Proactive computing,2000,article,471,17.444444444444443,9,Context-Aware Activity Recognition Systems; Distributed systems and fault tolerance; IoT and Edge/Fog Computing,Distributed systems and fault tolerance,Computer Networks and Communications,Computer Science,Communications of the ACM,David L. Tennenhouse,Intel (United Kingdom),GB,https://doi.org/10.1145/332833.332837,en,True,bronze
https://openalex.org/W2085116970,The automated acquisition of topic signatures for text summarization,2000,article,467,17.296296296296298,14,Advanced Text Analysis Techniques; Natural Language Processing Techniques; Topic Modeling,Natural Language Processing Techniques,Artificial Intelligence,Computer Science,,Chin-Yew Lin; Eduard Hovy,Marina Del Rey Hospital; University of Southern California,US,https://doi.org/10.3115/990820.990892,en,True,gold
https://openalex.org/W2126231393,The Simple Economics of Open Source,2000,article,460,17.037037037037038,23,Auction Theory and Applications; Open Source Software Innovations; Private Equity and Venture Capital,Open Source Software Innovations,Computer Science Applications,Computer Science,SSRN Electronic Journal,Jean Tirole; Joshua Lerner,Centre for Economic Policy Research; Entrepreneurial Ecosystems; Groupement de Recherche en Économie Quantitative d’Aix-Marseille; Harvard University; Institut d'Économie Industrielle; National Bureau of Economic Research,FR; GB; US,https://doi.org/10.2139/ssrn.224008,en,True,green
https://openalex.org/W2085302848,An experimental comparison of naive Bayesian and keyword-based anti-spam filtering with personal e-mail messages,2000,article,453,16.77777777777778,30,Spam and Phishing Detection; Text and Document Classification Technologies; Topic Modeling,Spam and Phishing Detection,Information Systems,Computer Science,,Constantine D. Spyropoulos; Ion Androutsopoulos; John Koutsias; Konstantinos V. Chandrinos,"Institute of Informatics & Telecommunications; National Centre of Scientific Research ""Demokritos""",GR,https://doi.org/10.1145/345508.345569,en,True,gold
https://openalex.org/W2106614985,Scheduling Aircraft Landings—The Static Case,2000,article,444,16.444444444444443,64,Air Traffic Management and Optimization; Scheduling and Timetabling Solutions; Vehicle Routing Optimization Methods,Vehicle Routing Optimization Methods,Industrial and Manufacturing Engineering,Engineering,Transportation Science,David Abramson; J. E. Beasley; Mohan Krishnamoorthy; Yazid M. Sharaiha,CSIRO Manufacturing; Imperial College London; Monash University,AU; GB,https://doi.org/10.1287/trsc.34.2.180.12302,en,True,green
https://openalex.org/W1987960589,Information system integration,2000,article,443,16.40740740740741,5,Advanced Software Engineering Methodologies; ERP Systems Implementation and Impact; Service-Oriented Architecture and Web Services,Service-Oriented Architecture and Web Services,Information Systems,Computer Science,Communications of the ACM,Wilhelm Hasselbring,Tilburg University,NL,https://doi.org/10.1145/336460.336472,en,True,bronze
https://openalex.org/W2121042048,The Dempster–Shafer theory of evidence: an alternative approach to multicriteria decision modelling,2000,article,442,16.37037037037037,52,Multi-Criteria Decision Making,Multi-Criteria Decision Making,Management Science and Operations Research,Decision Sciences,Omega,Bruce Curry; Malcolm J. Beynon; Peter Morgan,Cardiff University,GB,https://doi.org/10.1016/s0305-0483(99)00033-x,en,False,closed
https://openalex.org/W1559672525,FLAME—Fuzzy Logic Adaptive Model of Emotions,2000,article,436,16.14814814814815,97,AI-based Problem Solving and Planning; Artificial Intelligence in Games; Social Robot Interaction and HRI,Artificial Intelligence in Games,Artificial Intelligence,Computer Science,Autonomous Agents and Multi-Agent Systems,John Yen; Magy Seif El‐Nasr; Thomas R. Ioerger,NorthShore University HealthSystem; Northwestern University; Texas A&M University,US,https://doi.org/10.1023/a:1010030809960,en,False,closed
https://openalex.org/W2243055478,Intelligence and Personality,2000,book-chapter,429,15.88888888888889,68,Cognitive Abilities and Testing; Emotional Intelligence and Performance; Personality Traits and Psychology,Personality Traits and Psychology,Clinical Psychology,Psychology,Cambridge University Press eBooks,Gerald Matthews; Moshe Zeidner,Carmel (Israel); University of Dundee; University of Haifa,GB; IL,https://doi.org/10.1017/cbo9780511807947.027,en,False,closed
https://openalex.org/W2165431734,Automatic Text Categorization in Terms of Genre and Author,2000,article,400,14.814814814814815,37,Authorship Attribution and Profiling; Natural Language Processing Techniques; Topic Modeling,Authorship Attribution and Profiling,Artificial Intelligence,Computer Science,Computational Linguistics,Efstathios Stamatatos; George Kokkinakis; Nikos Fakotakis,University of Patras,GR,https://doi.org/10.1162/089120100750105920,en,True,bronze
https://openalex.org/W2124798378,Image analysis and rule-based reasoning for a traffic monitoring system,2000,article,398,14.74074074074074,30,Advanced Vision and Imaging; Neural Networks and Applications; Video Surveillance and Tracking Methods,Advanced Vision and Imaging,Computer Vision and Pattern Recognition,Computer Science,IEEE Transactions on Intelligent Transportation Systems,Massimo Piccardi; Paola Mello; Rita Cucchiara,University of Bologna; University of Ferrara; University of Modena and Reggio Emilia,IT,https://doi.org/10.1109/6979.880969,en,True,green
https://openalex.org/W2024787682,Univariate and multivariate forecasting of hourly solar radiation with artificial intelligence techniques,2000,article,375,13.88888888888889,28,Energy Load and Power Forecasting; Photovoltaic System Optimization Techniques; Solar Radiation and Photovoltaics,Solar Radiation and Photovoltaics,Artificial Intelligence,Computer Science,Solar Energy,A.H. Coonick; Athanasios Sfetsos,Imperial College London,GB,https://doi.org/10.1016/s0038-092x(99)00064-x,en,False,closed
https://openalex.org/W1648383461,Turing Test: 50 Years Later,2000,article,372,13.777777777777779,127,"Face Recognition and Perception; Neuroethics, Human Enhancement, Biomedical Innovations; Psychology of Moral and Emotional Judgment",Psychology of Moral and Emotional Judgment,Cognitive Neuroscience,Neuroscience,Minds and Machines,Ayşe Pınar Saygın; Ilyas Cicekli; Varol Akman,"Bilkent University; University of California, San Diego",TR; US,https://doi.org/10.1023/a:1011288000451,en,True,bronze
https://openalex.org/W2072340843,Personalization on the Net using Web mining: introduction,2000,article,372,13.777777777777779,1,Caching and Content Delivery; Distributed and Parallel Computing Systems; Recommender Systems and Techniques,Recommender Systems and Techniques,Information Systems,Computer Science,Communications of the ACM,Alex G. Büchner; Maurice Mulvenna; Sarabjot Singh Anand,,,https://doi.org/10.1145/345124.345165,en,True,bronze
https://openalex.org/W1990476081,Virtual-Intelligence Applications in Petroleum Engineering: Part 1—Artificial Neural Networks,2000,article,369,13.666666666666666,0,Reservoir Engineering and Simulation Methods,Reservoir Engineering and Simulation Methods,Ocean Engineering,Engineering,Journal of Petroleum Technology,Shahab D. Mohaghegh,,,https://doi.org/10.2118/58046-jpt,en,False,closed
https://openalex.org/W2043747172,Bringing order to the Web,2000,article,360,13.333333333333334,20,Advanced Text Analysis Techniques; Information Retrieval and Search Behavior; Text and Document Classification Technologies,Text and Document Classification Technologies,Artificial Intelligence,Computer Science,,Hao Chen; Susan Dumais,"Microsoft (United States); University of California, Berkeley",US,https://doi.org/10.1145/332040.332418,en,True,gold
https://openalex.org/W1978672522,Robust temporal processing of news,2000,article,358,13.25925925925926,17,Data Management and Algorithms; Natural Language Processing Techniques; Semantic Web and Ontologies,Natural Language Processing Techniques,Artificial Intelligence,Computer Science,,George D. Wilson; Inderjeet Mani,Mitre (United States),US,https://doi.org/10.3115/1075218.1075228,en,True,gold
https://openalex.org/W2163915185,Machine Learning for Information Extraction in Informal Domains,2000,article,355,13.148148148148149,91,Machine Learning and Algorithms; Natural Language Processing Techniques; Topic Modeling,Natural Language Processing Techniques,Artificial Intelligence,Computer Science,Machine Learning,Dayne Freitag,,,https://doi.org/10.1023/a:1007601113994,en,True,bronze
https://openalex.org/W2013951592,Participatory Simulations: Building Collaborative Understanding Through Immersive Dynamic Modeling,2000,article,346,12.814814814814815,96,Educational Games and Gamification; Innovative Human-Technology Interaction; Innovative Teaching and Learning Methods,Innovative Teaching and Learning Methods,Developmental and Educational Psychology,Psychology,Journal of the Learning Sciences,Vanessa Colella,Massachusetts Institute of Technology,US,https://doi.org/10.1207/s15327809jls0904_4,en,True,bronze
https://openalex.org/W2036300707,Age of acquisition effects in adult lexical processing reflect loss of plasticity in maturing systems: Insights from connectionist networks.,2000,article,346,12.814814814814815,64,Language Development and Disorders; Neurobiology of Language and Bilingualism; Reading and Literacy Development,Reading and Literacy Development,Developmental and Educational Psychology,Psychology,Journal of Experimental Psychology Learning Memory and Cognition,Andrew W. Ellis; Matthew A. Lambon Ralph,MRC Cognition and Brain Sciences Unit; Medical Research Council; University of York,GB,https://doi.org/10.1037//0278-7393.26.5.1103,en,True,green
https://openalex.org/W2066676459,IRM,2000,article,341,12.62962962962963,29,Advanced Image and Video Retrieval Techniques; Image Retrieval and Classification Techniques; Medical Image Segmentation Techniques,Image Retrieval and Classification Techniques,Computer Vision and Pattern Recognition,Computer Science,,Gio Wiederhold; James Z. Wang; Jia Li,Palo Alto Research Center; Stanford University,US,https://doi.org/10.1145/354384.354452,en,True,gold
https://openalex.org/W2134783269,Optical Versus Video See-Through Head-Mounted Displays in Medical Visualization,2000,article,336,12.444444444444445,60,Advanced Optical Imaging Technologies; Augmented Reality Applications; Virtual Reality Applications and Impacts,Virtual Reality Applications and Impacts,Human-Computer Interaction,Computer Science,PRESENCE Virtual and Augmented Reality,Henry Fuchs; Jannick P. Rolland,University of Central Florida; University of North Carolina at Chapel Hill,US,https://doi.org/10.1162/105474600566808,en,True,green
https://openalex.org/W565776948,Vision and Action: The Control of Grasping,2000,article,336,12.444444444444445,0,Infant Development and Preterm Care,Infant Development and Preterm Care,"Pediatrics, Perinatology and Child Health",Medicine,Industrial Robot the international journal of robotics research and application,,,,https://doi.org/10.1108/ir.2000.04927cae.003,en,False,closed
https://openalex.org/W2068310911,Law-governed interaction,2000,article,318,11.777777777777779,44,Advanced Software Engineering Methodologies; Auction Theory and Applications; Multi-Agent Systems and Negotiation,Auction Theory and Applications,Management Science and Operations Research,Decision Sciences,ACM Transactions on Software Engineering and Methodology,Naftaly H. Minsky; Victoria Ungureanu,"Rutgers, The State University of New Jersey",US,https://doi.org/10.1145/352591.352592,en,True,bronze
https://openalex.org/W1998077249,Perceptual and Conceptual Processes in Infancy,2000,article,313,11.592592592592593,129,"Categorization, perception, and language; Child and Animal Learning Development; Language and cultural evolution",Child and Animal Learning Development,Developmental and Educational Psychology,Psychology,Journal of Cognition and Development,Jean M. Mandler,"University of California, San Diego",US,https://doi.org/10.1207/s15327647jcd0101n_2,en,False,closed
https://openalex.org/W2051031454,Prolegomena to any future artificial moral agent,2000,article,307,11.37037037037037,25,"Ethics and Social Impacts of AI; Neuroethics, Human Enhancement, Biomedical Innovations; Psychology of Moral and Emotional Judgment",Ethics and Social Impacts of AI,Safety Research,Social Sciences,Journal of Experimental & Theoretical Artificial Intelligence,Colin Allen; Gary Varner; Jason Zinser,Texas A&M University,US,https://doi.org/10.1080/09528130050111428,en,False,closed
https://openalex.org/W2132604267,Vision Using Routines: A Functional Account of Vision,2000,article,303,11.222222222222221,43,Neural and Behavioral Psychology Studies; Neural dynamics and brain function; Visual perception and processing mechanisms,Visual perception and processing mechanisms,Cognitive Neuroscience,Neuroscience,Visual Cognition,Mary Hayhoe,University of Rochester,US,https://doi.org/10.1080/135062800394676,en,True,bronze
https://openalex.org/W2158000152,The multiple inverse method: a new technique to separate stresses from heterogeneous fault-slip data,2000,article,292,10.814814814814815,33,Geochemistry and Geologic Mapping; Hydrocarbon exploration and reservoir analysis; Seismic Imaging and Inversion Techniques,Seismic Imaging and Inversion Techniques,Geophysics,Earth and Planetary Sciences,Journal of Structural Geology,Atsushi Yamaji,Kyoto University,JP,https://doi.org/10.1016/s0191-8141(99)00163-7,en,True,green
https://openalex.org/W2007221309,Spoken dialogue management using probabilistic reasoning,2000,article,290,10.74074074074074,17,Multi-Agent Systems and Negotiation; Social Robot Interaction and HRI; Speech and dialogue systems,Speech and dialogue systems,Artificial Intelligence,Computer Science,,Joëlle Pineau; Nicholas Roy; Sebastian Thrun,Carnegie Mellon University,US,https://doi.org/10.3115/1075218.1075231,en,True,gold
https://openalex.org/W2117049633,Application of interactive genetic algorithm to fashion design,2000,article,290,10.74074074074074,17,Color perception and design; Textile materials and evaluations,Color perception and design,Social Psychology,Psychology,Engineering Applications of Artificial Intelligence,Hee Su Kim; Sung-Bae Cho,Yonsei University,KR,https://doi.org/10.1016/s0952-1976(00)00045-2,en,False,closed
