primary_topic_id,primary_topic_name,paper_count,publication_year,topic_bucket
https://openalex.org/T13904,Artificial Intelligence Applications,18,2000,Core ML / Deep Learning
https://openalex.org/T14175,Intuitionistic Fuzzy Systems Applications,17,2000,Other
https://openalex.org/T11612,Stochastic Gradient Optimization Techniques,13,2000,ML Theory & Optimization
https://openalex.org/T12676,Machine Learning and ELM,10,2000,Core ML / Deep Learning
https://openalex.org/T13898,Diverse Interdisciplinary Research Studies,9,2000,Other
https://openalex.org/T11307,Domain Adaptation and Few-Shot Learning,8,2000,Other
https://openalex.org/T12131,Wireless Signal Modulation Classification,5,2000,Core ML / Deep Learning
https://openalex.org/T13559,Edcuational Technology Systems,5,2000,Other
https://openalex.org/T10664,Sentiment Analysis and Opinion Mining,4,2000,NLP
https://openalex.org/T11273,Advanced Graph Neural Networks,4,2000,Core ML / Deep Learning
https://openalex.org/T12260,Educational Technology and Pedagogy,4,2000,Other
https://openalex.org/T13514,Experience-Based Knowledge Management,3,2000,Other
https://openalex.org/T13674,Computer Science and Engineering,3,2000,Other
https://openalex.org/T10320,Neural Networks and Applications,2028,2001,Core ML / Deep Learning
https://openalex.org/T10181,Natural Language Processing Techniques,1339,2001,NLP
https://openalex.org/T10126,"Logic, programming, and type systems",1250,2001,Other
https://openalex.org/T10020,Quantum Information and Cryptography,988,2001,Other
https://openalex.org/T12157,Geochemistry and Geologic Mapping,919,2001,Other
https://openalex.org/T14335,Educational Robotics and Engineering,909,2001,Robotics
https://openalex.org/T10215,Semantic Web and Ontologies,903,2001,Other
https://openalex.org/T11010,"Logic, Reasoning, and Knowledge",848,2001,Other
https://openalex.org/T10456,Multi-Agent Systems and Negotiation,687,2001,Other
https://openalex.org/T11130,Coding theory and cryptography,674,2001,Other
https://openalex.org/T10820,Fuzzy Logic and Control Systems,630,2001,Robotics
https://openalex.org/T11269,Algorithms and Data Compression,589,2001,Other
https://openalex.org/T10682,Quantum Computing Algorithms and Architecture,502,2001,Other
https://openalex.org/T11975,Evolutionary Algorithms and Applications,462,2001,Other
https://openalex.org/T10639,Advanced Software Engineering Methodologies,445,2001,Other
https://openalex.org/T13623,Linguistic Studies and Language Acquisition,432,2001,NLP
https://openalex.org/T12031,Speech and dialogue systems,425,2001,NLP
https://openalex.org/T10201,Speech Recognition and Synthesis,416,2001,NLP
https://openalex.org/T10906,AI-based Problem Solving and Planning,387,2001,Other
https://openalex.org/T11303,Bayesian Modeling and Causal Inference,387,2001,ML Theory & Optimization
https://openalex.org/T11901,Bayesian Methods and Mixture Models,384,2001,ML Theory & Optimization
https://openalex.org/T10237,Cryptography and Data Security,364,2001,Other
https://openalex.org/T13650,Computational Physics and Python Applications,319,2001,Other
https://openalex.org/T10711,Target Tracking and Data Fusion in Sensor Networks,288,2001,Other
https://openalex.org/T12072,Machine Learning and Algorithms,275,2001,Core ML / Deep Learning
https://openalex.org/T13734,Advanced Computational Techniques and Applications,264,2001,Other
https://openalex.org/T12805,Cognitive Science and Mapping,262,2001,Other
https://openalex.org/T10100,Metaheuristic Optimization Algorithms Research,241,2001,ML Theory & Optimization
https://openalex.org/T10862,AI in cancer detection,209,2001,Healthcare AI
https://openalex.org/T13018,Seismology and Earthquake Studies,194,2001,Other
https://openalex.org/T11902,Intelligent Tutoring Systems and Adaptive Learning,170,2001,Other
https://openalex.org/T11574,Artificial Intelligence in Games,168,2001,Core ML / Deep Learning
https://openalex.org/T10462,Reinforcement Learning in Robotics,160,2001,Reinforcement Learning
https://openalex.org/T10951,Cryptographic Implementations and Security,155,2001,Other
https://openalex.org/T13083,Advanced Text Analysis Techniques,150,2001,NLP
https://openalex.org/T10028,Topic Modeling,138,2001,Other
https://openalex.org/T11276,Solar Radiation and Photovoltaics,137,2001,Other
https://openalex.org/T10637,Advanced Clustering Algorithms Research,129,2001,Core ML / Deep Learning
https://openalex.org/T11424,Security and Verification in Computing,125,2001,Other
https://openalex.org/T11598,Internet Traffic Analysis and Secure E-voting,116,2001,Other
https://openalex.org/T14381,"Psychiatry, Mental Health, Neuroscience",112,2001,Healthcare AI
https://openalex.org/T13935,Mathematical Control Systems and Analysis,98,2001,Robotics
https://openalex.org/T14351,Statistical and Computational Modeling,95,2001,Other
https://openalex.org/T13851,"Law, AI, and Intellectual Property",93,2001,Other
https://openalex.org/T13398,Data Analysis with R,90,2001,Other
https://openalex.org/T11550,Text and Document Classification Technologies,85,2001,NLP
https://openalex.org/T12535,Machine Learning and Data Classification,75,2001,Core ML / Deep Learning
https://openalex.org/T11512,Anomaly Detection Techniques and Applications,66,2001,Other
https://openalex.org/T12262,Hate Speech and Cyberbullying Detection,62,2001,NLP
https://openalex.org/T11652,Imbalanced Data Classification Techniques,49,2001,Core ML / Deep Learning
https://openalex.org/T12814,Gaussian Processes and Bayesian Inference,46,2001,ML Theory & Optimization
https://openalex.org/T13062,Cognitive Computing and Networks,43,2001,Other
https://openalex.org/T12611,Neural Networks and Reservoir Computing,41,2001,Core ML / Deep Learning
https://openalex.org/T12380,Authorship Attribution and Profiling,37,2001,Other
https://openalex.org/T13629,Text Readability and Simplification,35,2001,NLP
https://openalex.org/T13702,Machine Learning in Healthcare,30,2001,Healthcare AI
https://openalex.org/T12128,AI in Service Interactions,29,2001,Other
https://openalex.org/T10764,Privacy-Preserving Technologies in Data,28,2001,AI Ethics & Fairness
https://openalex.org/T13904,Artificial Intelligence Applications,22,2001,Core ML / Deep Learning
https://openalex.org/T14175,Intuitionistic Fuzzy Systems Applications,21,2001,Other
https://openalex.org/T12761,Data Stream Mining Techniques,18,2001,Other
https://openalex.org/T13898,Diverse Interdisciplinary Research Studies,15,2001,Other
https://openalex.org/T13559,Edcuational Technology Systems,13,2001,Other
https://openalex.org/T12026,Explainable Artificial Intelligence (XAI),12,2001,AI Ethics & Fairness
https://openalex.org/T13674,Computer Science and Engineering,12,2001,Other
https://openalex.org/T11612,Stochastic Gradient Optimization Techniques,11,2001,ML Theory & Optimization
https://openalex.org/T11307,Domain Adaptation and Few-Shot Learning,10,2001,Other
https://openalex.org/T14064,Organizational and Employee Performance,10,2001,Other
https://openalex.org/T11689,Adversarial Robustness in Machine Learning,8,2001,Core ML / Deep Learning
https://openalex.org/T12131,Wireless Signal Modulation Classification,8,2001,Core ML / Deep Learning
https://openalex.org/T12676,Machine Learning and ELM,8,2001,Core ML / Deep Learning
https://openalex.org/T13514,Experience-Based Knowledge Management,8,2001,Other
https://openalex.org/T10664,Sentiment Analysis and Opinion Mining,4,2001,NLP
https://openalex.org/T12260,Educational Technology and Pedagogy,4,2001,Other
https://openalex.org/T14413,Advanced Technologies in Various Fields,4,2001,Other
https://openalex.org/T11273,Advanced Graph Neural Networks,3,2001,Core ML / Deep Learning
https://openalex.org/T10320,Neural Networks and Applications,8165,2002,Core ML / Deep Learning
https://openalex.org/T10820,Fuzzy Logic and Control Systems,3167,2002,Robotics
https://openalex.org/T10201,Speech Recognition and Synthesis,2200,2002,NLP
https://openalex.org/T10181,Natural Language Processing Techniques,2192,2002,NLP
https://openalex.org/T11269,Algorithms and Data Compression,1922,2002,Other
https://openalex.org/T10126,"Logic, programming, and type systems",1896,2002,Other
https://openalex.org/T10639,Advanced Software Engineering Methodologies,1797,2002,Other
https://openalex.org/T10215,Semantic Web and Ontologies,1707,2002,Other
https://openalex.org/T11130,Coding theory and cryptography,1499,2002,Other
https://openalex.org/T10456,Multi-Agent Systems and Negotiation,1330,2002,Other
https://openalex.org/T10020,Quantum Information and Cryptography,1300,2002,Other
https://openalex.org/T11010,"Logic, Reasoning, and Knowledge",1241,2002,Other
https://openalex.org/T10906,AI-based Problem Solving and Planning,1234,2002,Other
https://openalex.org/T10711,Target Tracking and Data Fusion in Sensor Networks,1216,2002,Other
https://openalex.org/T11975,Evolutionary Algorithms and Applications,1188,2002,Other
https://openalex.org/T14335,Educational Robotics and Engineering,1014,2002,Robotics
https://openalex.org/T12157,Geochemistry and Geologic Mapping,981,2002,Other
https://openalex.org/T12031,Speech and dialogue systems,934,2002,NLP
https://openalex.org/T10100,Metaheuristic Optimization Algorithms Research,803,2002,ML Theory & Optimization
https://openalex.org/T13734,Advanced Computational Techniques and Applications,730,2002,Other
https://openalex.org/T10682,Quantum Computing Algorithms and Architecture,713,2002,Other
https://openalex.org/T11303,Bayesian Modeling and Causal Inference,658,2002,ML Theory & Optimization
https://openalex.org/T10237,Cryptography and Data Security,639,2002,Other
https://openalex.org/T11901,Bayesian Methods and Mixture Models,576,2002,ML Theory & Optimization
https://openalex.org/T12072,Machine Learning and Algorithms,575,2002,Core ML / Deep Learning
https://openalex.org/T13623,Linguistic Studies and Language Acquisition,541,2002,NLP
https://openalex.org/T11424,Security and Verification in Computing,489,2002,Other
https://openalex.org/T11902,Intelligent Tutoring Systems and Adaptive Learning,379,2002,Other
https://openalex.org/T10462,Reinforcement Learning in Robotics,374,2002,Reinforcement Learning
https://openalex.org/T10862,AI in cancer detection,370,2002,Healthcare AI
https://openalex.org/T13650,Computational Physics and Python Applications,368,2002,Other
https://openalex.org/T12805,Cognitive Science and Mapping,348,2002,Other
https://openalex.org/T10951,Cryptographic Implementations and Security,282,2002,Other
https://openalex.org/T11574,Artificial Intelligence in Games,269,2002,Core ML / Deep Learning
https://openalex.org/T13083,Advanced Text Analysis Techniques,267,2002,NLP
https://openalex.org/T10028,Topic Modeling,256,2002,Other
https://openalex.org/T10637,Advanced Clustering Algorithms Research,256,2002,Core ML / Deep Learning
https://openalex.org/T11550,Text and Document Classification Technologies,244,2002,NLP
https://openalex.org/T13018,Seismology and Earthquake Studies,240,2002,Other
https://openalex.org/T11598,Internet Traffic Analysis and Secure E-voting,217,2002,Other
https://openalex.org/T11276,Solar Radiation and Photovoltaics,183,2002,Other
https://openalex.org/T11512,Anomaly Detection Techniques and Applications,148,2002,Other
https://openalex.org/T12535,Machine Learning and Data Classification,148,2002,Core ML / Deep Learning
https://openalex.org/T14351,Statistical and Computational Modeling,137,2002,Other
https://openalex.org/T13851,"Law, AI, and Intellectual Property",106,2002,Other
https://openalex.org/T12611,Neural Networks and Reservoir Computing,103,2002,Core ML / Deep Learning
https://openalex.org/T13935,Mathematical Control Systems and Analysis,103,2002,Robotics
https://openalex.org/T11652,Imbalanced Data Classification Techniques,94,2002,Core ML / Deep Learning
https://openalex.org/T12131,Wireless Signal Modulation Classification,90,2002,Core ML / Deep Learning
https://openalex.org/T13398,Data Analysis with R,83,2002,Other
https://openalex.org/T12262,Hate Speech and Cyberbullying Detection,80,2002,NLP
https://openalex.org/T13062,Cognitive Computing and Networks,71,2002,Other
https://openalex.org/T12380,Authorship Attribution and Profiling,66,2002,Other
https://openalex.org/T14381,"Psychiatry, Mental Health, Neuroscience",64,2002,Healthcare AI
https://openalex.org/T12814,Gaussian Processes and Bayesian Inference,61,2002,ML Theory & Optimization
https://openalex.org/T10764,Privacy-Preserving Technologies in Data,58,2002,AI Ethics & Fairness
https://openalex.org/T12761,Data Stream Mining Techniques,55,2002,Other
https://openalex.org/T13629,Text Readability and Simplification,46,2002,NLP
https://openalex.org/T13904,Artificial Intelligence Applications,33,2002,Core ML / Deep Learning
https://openalex.org/T12128,AI in Service Interactions,32,2002,Other
https://openalex.org/T11612,Stochastic Gradient Optimization Techniques,28,2002,ML Theory & Optimization
https://openalex.org/T13702,Machine Learning in Healthcare,28,2002,Healthcare AI
https://openalex.org/T12676,Machine Learning and ELM,22,2002,Core ML / Deep Learning
https://openalex.org/T13898,Diverse Interdisciplinary Research Studies,20,2002,Other
https://openalex.org/T11307,Domain Adaptation and Few-Shot Learning,16,2002,Other
https://openalex.org/T11689,Adversarial Robustness in Machine Learning,16,2002,Core ML / Deep Learning
https://openalex.org/T14175,Intuitionistic Fuzzy Systems Applications,13,2002,Other
https://openalex.org/T13559,Edcuational Technology Systems,11,2002,Other
https://openalex.org/T10664,Sentiment Analysis and Opinion Mining,10,2002,NLP
https://openalex.org/T13674,Computer Science and Engineering,10,2002,Other
https://openalex.org/T11273,Advanced Graph Neural Networks,9,2002,Core ML / Deep Learning
https://openalex.org/T13514,Experience-Based Knowledge Management,8,2002,Other
https://openalex.org/T12260,Educational Technology and Pedagogy,7,2002,Other
https://openalex.org/T14064,Organizational and Employee Performance,7,2002,Other
https://openalex.org/T12026,Explainable Artificial Intelligence (XAI),5,2002,AI Ethics & Fairness
https://openalex.org/T14413,Advanced Technologies in Various Fields,5,2002,Other
https://openalex.org/T13567,AI and Multimedia in Education,2,2002,Other
https://openalex.org/T10320,Neural Networks and Applications,4438,2003,Core ML / Deep Learning
https://openalex.org/T10181,Natural Language Processing Techniques,1851,2003,NLP
https://openalex.org/T10215,Semantic Web and Ontologies,1665,2003,Other
https://openalex.org/T10020,Quantum Information and Cryptography,1588,2003,Other
https://openalex.org/T10126,"Logic, programming, and type systems",1519,2003,Other
https://openalex.org/T10820,Fuzzy Logic and Control Systems,1320,2003,Robotics
https://openalex.org/T14335,Educational Robotics and Engineering,1214,2003,Robotics
https://openalex.org/T10639,Advanced Software Engineering Methodologies,1182,2003,Other
https://openalex.org/T11269,Algorithms and Data Compression,1178,2003,Other
https://openalex.org/T10456,Multi-Agent Systems and Negotiation,1125,2003,Other
https://openalex.org/T11975,Evolutionary Algorithms and Applications,1086,2003,Other
https://openalex.org/T10201,Speech Recognition and Synthesis,1030,2003,NLP
https://openalex.org/T12157,Geochemistry and Geologic Mapping,1003,2003,Other
https://openalex.org/T11130,Coding theory and cryptography,999,2003,Other
https://openalex.org/T11010,"Logic, Reasoning, and Knowledge",975,2003,Other
https://openalex.org/T10711,Target Tracking and Data Fusion in Sensor Networks,818,2003,Other
https://openalex.org/T10906,AI-based Problem Solving and Planning,752,2003,Other
https://openalex.org/T10682,Quantum Computing Algorithms and Architecture,705,2003,Other
https://openalex.org/T12031,Speech and dialogue systems,679,2003,NLP
https://openalex.org/T11303,Bayesian Modeling and Causal Inference,631,2003,ML Theory & Optimization
https://openalex.org/T13623,Linguistic Studies and Language Acquisition,624,2003,NLP
https://openalex.org/T10100,Metaheuristic Optimization Algorithms Research,602,2003,ML Theory & Optimization
https://openalex.org/T10237,Cryptography and Data Security,602,2003,Other
https://openalex.org/T13734,Advanced Computational Techniques and Applications,597,2003,Other
https://openalex.org/T11901,Bayesian Methods and Mixture Models,495,2003,ML Theory & Optimization
https://openalex.org/T12072,Machine Learning and Algorithms,401,2003,Core ML / Deep Learning
https://openalex.org/T11424,Security and Verification in Computing,365,2003,Other
https://openalex.org/T10862,AI in cancer detection,361,2003,Healthcare AI
https://openalex.org/T10951,Cryptographic Implementations and Security,347,2003,Other
https://openalex.org/T13650,Computational Physics and Python Applications,321,2003,Other
https://openalex.org/T10462,Reinforcement Learning in Robotics,299,2003,Reinforcement Learning
https://openalex.org/T12805,Cognitive Science and Mapping,298,2003,Other
https://openalex.org/T11902,Intelligent Tutoring Systems and Adaptive Learning,290,2003,Other
https://openalex.org/T13018,Seismology and Earthquake Studies,285,2003,Other
https://openalex.org/T10028,Topic Modeling,269,2003,Other
https://openalex.org/T11574,Artificial Intelligence in Games,265,2003,Core ML / Deep Learning
https://openalex.org/T13083,Advanced Text Analysis Techniques,263,2003,NLP
https://openalex.org/T11550,Text and Document Classification Technologies,254,2003,NLP
https://openalex.org/T11598,Internet Traffic Analysis and Secure E-voting,246,2003,Other
https://openalex.org/T10637,Advanced Clustering Algorithms Research,236,2003,Core ML / Deep Learning
https://openalex.org/T11276,Solar Radiation and Photovoltaics,171,2003,Other
https://openalex.org/T14351,Statistical and Computational Modeling,157,2003,Other
https://openalex.org/T11512,Anomaly Detection Techniques and Applications,147,2003,Other
https://openalex.org/T13851,"Law, AI, and Intellectual Property",116,2003,Other
https://openalex.org/T12535,Machine Learning and Data Classification,115,2003,Core ML / Deep Learning
https://openalex.org/T13398,Data Analysis with R,113,2003,Other
https://openalex.org/T13935,Mathematical Control Systems and Analysis,106,2003,Robotics
https://openalex.org/T14381,"Psychiatry, Mental Health, Neuroscience",95,2003,Healthcare AI
https://openalex.org/T12611,Neural Networks and Reservoir Computing,79,2003,Core ML / Deep Learning
https://openalex.org/T13062,Cognitive Computing and Networks,73,2003,Other
https://openalex.org/T12380,Authorship Attribution and Profiling,67,2003,Other
https://openalex.org/T13629,Text Readability and Simplification,67,2003,NLP
https://openalex.org/T11652,Imbalanced Data Classification Techniques,66,2003,Core ML / Deep Learning
https://openalex.org/T10764,Privacy-Preserving Technologies in Data,61,2003,AI Ethics & Fairness
https://openalex.org/T12761,Data Stream Mining Techniques,60,2003,Other
https://openalex.org/T12262,Hate Speech and Cyberbullying Detection,57,2003,NLP
https://openalex.org/T12131,Wireless Signal Modulation Classification,49,2003,Core ML / Deep Learning
https://openalex.org/T12814,Gaussian Processes and Bayesian Inference,47,2003,ML Theory & Optimization
https://openalex.org/T12128,AI in Service Interactions,43,2003,Other
https://openalex.org/T13702,Machine Learning in Healthcare,42,2003,Healthcare AI
https://openalex.org/T14175,Intuitionistic Fuzzy Systems Applications,25,2003,Other
https://openalex.org/T13904,Artificial Intelligence Applications,22,2003,Core ML / Deep Learning
https://openalex.org/T12676,Machine Learning and ELM,19,2003,Core ML / Deep Learning
https://openalex.org/T13559,Edcuational Technology Systems,19,2003,Other
https://openalex.org/T13674,Computer Science and Engineering,17,2003,Other
https://openalex.org/T13898,Diverse Interdisciplinary Research Studies,17,2003,Other
https://openalex.org/T11689,Adversarial Robustness in Machine Learning,16,2003,Core ML / Deep Learning
https://openalex.org/T11612,Stochastic Gradient Optimization Techniques,14,2003,ML Theory & Optimization
https://openalex.org/T11307,Domain Adaptation and Few-Shot Learning,9,2003,Other
https://openalex.org/T10664,Sentiment Analysis and Opinion Mining,8,2003,NLP
https://openalex.org/T14064,Organizational and Employee Performance,8,2003,Other
https://openalex.org/T11273,Advanced Graph Neural Networks,7,2003,Core ML / Deep Learning
https://openalex.org/T12026,Explainable Artificial Intelligence (XAI),6,2003,AI Ethics & Fairness
https://openalex.org/T12260,Educational Technology and Pedagogy,6,2003,Other
https://openalex.org/T13514,Experience-Based Knowledge Management,5,2003,Other
https://openalex.org/T14413,Advanced Technologies in Various Fields,5,2003,Other
https://openalex.org/T13567,AI and Multimedia in Education,2,2003,Other
https://openalex.org/T10320,Neural Networks and Applications,2659,2004,Core ML / Deep Learning
https://openalex.org/T10181,Natural Language Processing Techniques,2264,2004,NLP
https://openalex.org/T10215,Semantic Web and Ontologies,2033,2004,Other
https://openalex.org/T14335,Educational Robotics and Engineering,1746,2004,Robotics
https://openalex.org/T10020,Quantum Information and Cryptography,1689,2004,Other
https://openalex.org/T10639,Advanced Software Engineering Methodologies,1361,2004,Other
https://openalex.org/T10126,"Logic, programming, and type systems",1233,2004,Other
https://openalex.org/T10456,Multi-Agent Systems and Negotiation,1130,2004,Other
https://openalex.org/T11269,Algorithms and Data Compression,1034,2004,Other
https://openalex.org/T12157,Geochemistry and Geologic Mapping,981,2004,Other
https://openalex.org/T11975,Evolutionary Algorithms and Applications,976,2004,Other
https://openalex.org/T10820,Fuzzy Logic and Control Systems,930,2004,Robotics
https://openalex.org/T10201,Speech Recognition and Synthesis,909,2004,NLP
https://openalex.org/T11010,"Logic, Reasoning, and Knowledge",835,2004,Other
https://openalex.org/T10237,Cryptography and Data Security,814,2004,Other
https://openalex.org/T11130,Coding theory and cryptography,804,2004,Other
https://openalex.org/T10682,Quantum Computing Algorithms and Architecture,776,2004,Other
https://openalex.org/T12031,Speech and dialogue systems,737,2004,NLP
https://openalex.org/T10711,Target Tracking and Data Fusion in Sensor Networks,710,2004,Other
https://openalex.org/T10100,Metaheuristic Optimization Algorithms Research,684,2004,ML Theory & Optimization
https://openalex.org/T13623,Linguistic Studies and Language Acquisition,682,2004,NLP
https://openalex.org/T13734,Advanced Computational Techniques and Applications,564,2004,Other
https://openalex.org/T11303,Bayesian Modeling and Causal Inference,559,2004,ML Theory & Optimization
https://openalex.org/T11901,Bayesian Methods and Mixture Models,507,2004,ML Theory & Optimization
https://openalex.org/T10906,AI-based Problem Solving and Planning,421,2004,Other
https://openalex.org/T13650,Computational Physics and Python Applications,402,2004,Other
https://openalex.org/T10951,Cryptographic Implementations and Security,360,2004,Other
https://openalex.org/T12072,Machine Learning and Algorithms,345,2004,Core ML / Deep Learning
https://openalex.org/T11902,Intelligent Tutoring Systems and Adaptive Learning,342,2004,Other
https://openalex.org/T11424,Security and Verification in Computing,319,2004,Other
https://openalex.org/T10862,AI in cancer detection,318,2004,Healthcare AI
https://openalex.org/T11550,Text and Document Classification Technologies,318,2004,NLP
https://openalex.org/T10637,Advanced Clustering Algorithms Research,304,2004,Core ML / Deep Learning
https://openalex.org/T10028,Topic Modeling,301,2004,Other
https://openalex.org/T10462,Reinforcement Learning in Robotics,297,2004,Reinforcement Learning
https://openalex.org/T12805,Cognitive Science and Mapping,297,2004,Other
https://openalex.org/T11598,Internet Traffic Analysis and Secure E-voting,294,2004,Other
https://openalex.org/T11574,Artificial Intelligence in Games,263,2004,Core ML / Deep Learning
https://openalex.org/T13083,Advanced Text Analysis Techniques,253,2004,NLP
https://openalex.org/T11276,Solar Radiation and Photovoltaics,220,2004,Other
https://openalex.org/T13018,Seismology and Earthquake Studies,220,2004,Other
https://openalex.org/T11512,Anomaly Detection Techniques and Applications,192,2004,Other
https://openalex.org/T12535,Machine Learning and Data Classification,135,2004,Core ML / Deep Learning
https://openalex.org/T13851,"Law, AI, and Intellectual Property",130,2004,Other
https://openalex.org/T13062,Cognitive Computing and Networks,118,2004,Other
https://openalex.org/T10764,Privacy-Preserving Technologies in Data,114,2004,AI Ethics & Fairness
https://openalex.org/T14351,Statistical and Computational Modeling,114,2004,Other
https://openalex.org/T13398,Data Analysis with R,111,2004,Other
https://openalex.org/T13935,Mathematical Control Systems and Analysis,95,2004,Robotics
https://openalex.org/T11652,Imbalanced Data Classification Techniques,93,2004,Core ML / Deep Learning
https://openalex.org/T12761,Data Stream Mining Techniques,84,2004,Other
https://openalex.org/T14381,"Psychiatry, Mental Health, Neuroscience",82,2004,Healthcare AI
https://openalex.org/T12262,Hate Speech and Cyberbullying Detection,78,2004,NLP
https://openalex.org/T12611,Neural Networks and Reservoir Computing,65,2004,Core ML / Deep Learning
https://openalex.org/T12380,Authorship Attribution and Profiling,63,2004,Other
https://openalex.org/T12814,Gaussian Processes and Bayesian Inference,53,2004,ML Theory & Optimization
https://openalex.org/T13629,Text Readability and Simplification,51,2004,NLP
https://openalex.org/T12128,AI in Service Interactions,46,2004,Other
https://openalex.org/T12131,Wireless Signal Modulation Classification,43,2004,Core ML / Deep Learning
https://openalex.org/T13674,Computer Science and Engineering,39,2004,Other
https://openalex.org/T14175,Intuitionistic Fuzzy Systems Applications,39,2004,Other
https://openalex.org/T13702,Machine Learning in Healthcare,32,2004,Healthcare AI
https://openalex.org/T13904,Artificial Intelligence Applications,29,2004,Core ML / Deep Learning
https://openalex.org/T13559,Edcuational Technology Systems,27,2004,Other
https://openalex.org/T13898,Diverse Interdisciplinary Research Studies,21,2004,Other
https://openalex.org/T10664,Sentiment Analysis and Opinion Mining,19,2004,NLP
